0000000000000000000000000000000000000000000000000,346
0000001100000011000000000000001000000001000000101101010011001000,347
000000000000000000000000000000000000,350
0000000000000000000000000,342
0000000000001000000000000010000000001010010000010,343
0000000000000000,348
0000100000000000000010000,349
000001000000000000000000000000100000,360
100010000000000000000000100001000010,358
0001000000000001000100010,352
000000000010000010000000011000000000,359
0001000000010100000001000001010000000000000101000,351
010000100000000000000000000000000000,353
0001000000000001000000000,354
0000000100010000000000000,356
0000000000010000000000000100010100000000000000000,363
0100010100001000000000000000000000011000000000000,364
0000001000000000001000000000001000000000001000000,369
010010100000000000000000100000000000,370
000010000000000000000000100000000000,366
0100010000000000000000000,367
0000000100010000000000000,365
001000000000100000000000000000000000,362
0000000000010010,368
000000001000010100001001000000000100,361
0001011000000000000000001000000000000000100000001000000000000000,373
000000000011000000000000010001010010,377
000000001000010000000000000000000000,372
001000010000100011000000001000001000,376
000001000000000001000000000001101010,380
000000000010000110001000011000000000,378
0000000000101000010000110001000001101001000001100,379
010000100100000000010010000100000000,371
0000000000110000000010100000010000000000000010000,374
000000000101000000010000000000010000,375
000010000010000010000000111001000010,386
0111110000100001000010000,383
0000000000001000000000000010000000001010010000010,381
001000001001110010000000001000010000,385
0000000000000000,384
000110000110000010110010111100000000,382
000100000000000100101001000010000100,389
0000000100010100010000000,388
001000001000110110001000001000000000,390
0001000010000001100000000,387
000010000010000010000000111001000010,395
0000001000000010000100100010001000000000000000101111010100000010,394
0010100000100000110101100010000010000010001000010010100000000100,397
000000001010010010000010011101000010,396
000100000100000001110011000100001100,398
011111100000100000100000100000100000,400
0000100000000010000110110,399
0100010111010000100001000,391
000000000000000010000000001000000000,393
0000000000000000000000000,408
000000000000000010000001001000000100,410
0000000000000010000000100,405
0000000000000000000000000010000000000010000000000,403
0000000000000100010000000,402
0000000100010010000000100,401
000000000000000010000000001000000000,409
0010000000000110000000000000000001100001000100100,407
0000011000000010000010000000001100100000100000011101000000010100,404
001000000100100100011000000001000010,412
010100110000000000100000000000000000,414
0001000000011000000011000000010000101000010010110,411
000100001000010000100010000100000000,418
0000000001000100010101010,417
0001000000000011000000100,413
001000000000100001000010000100001000,420
0000000000000100010000000,415
0100000100000000000000000100000100000000010000010,416
000000000010000000000000010000000000,419
0011000001100011001001100001001000000000000001000,426
0000101000000001000010010000000010100000000000011000000001100100,421
0000001001001001001000000100001101001001001000000,425
0010000010100010100000100,422
0100110110001000000000100000100011010100100010000010000010000000,424
0001000100001100,423
011100100011100000100000010001010010,429
0000000001000000000101010,427
000100000100000010110001001000000100,430
0010000100110100010000000,428
0000010000000000010000010010000000010010000000000,433
0100010001000000000001000,432
010100100100000000110000000000000000,440
000010000000000000000000100000000000,438
0000000000000010000100110,434
000000000000000000000010000100000000,431
0110010100110000000100010,435
001000001100110000010000000000000000,437
0101010010000001100000000,436
0010010000101010010100110000000000011100000000000,439
0011100000000010000001000000100001000001000000000,442
010100100000000000100001000000000100,450
000100000100000000110001000000000100,447
000000000000000000000001000000000100,448
000000000000000001000000000000001000,443
000001000010000000000001010000100100,441
0000000000000000,445
001000001010110000000000010000000000,446
000000001100010000010001000000000100,444
0000000000010010,449
0000100000000000000000000100100100100000000000100,457
0000000000000000010100010011000000000110000001000,455
000000000000000001000001000000001100,453
0000000000000000000000000110000101000011000000000,459
000000000111000000010001010000010100,460
000000000001000000000000000000010000,454
0101110001000001000111010,456
0010100000100000000010000,451
0100110000000100010010000,458
0000000100000100,469
0000100001000000000111010,464
0010000100110100011000000,461
0001000000000011000000100,465
0000000000100100010000000000000100000000010000010000000100010110,468
001000000001100000000000000000010000,467
0000000010000010100000100,466
0000000000110000010000000100101000010000000000000001000000000000,463
000000001011010100001000010000010000,470
0000000000010010,462
0000000001100001010000110001000000000000000001000,479
0010001001000111010010010100000100000000001110000,478
000110000100000100111010100100000000,480
0000000000000010000000100,473
0000000000000000,475
0000000000000010000100110,476
010100101100010000110000000000000000,474
0101110111010001100011000,477
0000000000100000000010100011000000000010000011000,472
0000001000000100000100000101000100100100001101100,471
011000101000110110001000001001000010,486
0011110000100010000001100001100000010000010001010,483
011101101010110001100000010000101000,484
0000100000111100000000100000110000001000000100000,485
0001000010000001100100010,481
010111100000000010100000101000100000,487
0101001100000000001001000000001000000000001000000,482
000010001010010000000010110101000010,490
0000000001000000000101010,488
0100101101000001001000000100101101100001001000100,489
0100010111010000100001000,494
0001110001000001011111010000101001010101000010000,497
0110010100110100010000000,495
001000000000100111001000001001001010,492
0001010000001000000101000000000001011101000000000,498
0111110100110001000010000,493
011111100000100000100010100100100000,500
0000000101010010000101110,496
0000000000000000000100010,491
010001100000000011000001001001101110,499
0000000000010000001000000001011001000001000001000,503
0100000100010000000000000000010000000000010000010,507
0000000001000000000101010,506
000010000001000010000000101010010000,509
0101010000000011000000100,502
0000101001100001000000100000100000000000001000000,504
0010000000100000000100010,501
0010000010100000100000000,505
000110001000010001100000100000001000,510
0000000100010000000100010,508
0000000010000100110100010,514
000010001000010010000010101100000000,515
0000001000010000001100000001011001100101011001110,517
0001000100001100,513
0000001001000001010010010100000100100000001010100,519
001000001101110010010001001000010100,516
0001000000000001000000000,518
0000000000100000000100100011000000000110000001000,511
001000000100100101011010000100001000,520
0001000001000011000101110,512
000000000010001110001010011100000000,528
0000100000000000000000000111100101000011000001000,521
000000000100000001010001000000001100,524
010010100000000000000000100001000010,526
000010000010000011000000111001001010,522
0000000001000101001100000000001000000100000100000,527
0101110110010001100110010,525
010000100101000000010001000001010110,530
0000000000100100000110100000000001000101010110010,523
0001000001000011000101110,529
000001001000010001000001000001101110,535
0000110000001000000100000000100000111100000000100,537
000010000000000000000010100101000010,539
0010001100000100100001000000010000000000011100001000000010000000,536
0000010100000001000000100000000000000001100000110010010011001100,533
000100000001000100101010000101010010,540
000100000100000100111000000000000000,534
0001000000000101010000000,532
000010001111010001010000110001011010,531
0000101000111000010000110011110000001010001001000,538
0101010101001101000001000000000000011000010100010,545
001011000010100010000000111000100000,547
001000000000101111001010001100001000,541
