001000000011100011000000011000011000,723
000111000000000010100000101000100000,719
0001100001000001000011000,727
001001000000100111001000001000101000,657
000010001100010000010000100001000010,659
0010000011100100110001000,553
0000000000000110011000100,572
0011000101110101010101010,599
0011000111110111110001100,624
000100001011010000100001010000010100,702
1000000100010000000000000,708
000001001010010001000000010001101010,723
010010100001000001000000100000011000,633
010100101000010000100010000100000000,633
010000100101000000010010000100010000,719
000000000010000001000011010100001100,633
010001100000000010000010001101100010,702
000000000000000001000011000100001100,681
0100110000000100010010000,732
000011000010000010000010111100100000,132
000000001000010111001010001100001000,657
0000000111010000100101010,726
0010000000100000001000000,708
0001000100010101010000000,727
0111110101110111010111110,712
001001000100100100011010000100100000,702
0101010011000011100101110,644
001000000101100101011000000000011000,723
001101000010100000100000010001100010,702
0110010111110010100001100,600
001000001000110000000011000100000100,659
001011000000100010000000101000100000,660
0100011011000000100001000,733
0011000001100011000001100,553
001001000000100100001000000000100000,681
010001101000010000000000000001100010,633
0100110100010000000010000,727
010000100100000101011000000000001000,633
010110100000000001100000100001001010,702
001000001000110001000000000001001010,719
0110110110110000100010000,506
000000000001000101001000000001011010,719
011000101101110000010000000000010000,657
0000001001000000000001000,728
000011000000000011000010101100101000,723
001001001001110000000001000000110100,723
0100110100010110010110110,599
000000001010010100001011010100000100,723
0111110010100101110010000,600
000110001001010000100000100000010000,659
000100000100000011110001001000001100,702
0000100100010100010010000,732
000010001000010000000010100100000000,656
000000001010010010000000011001000010,660
000001000000000010000000001001100010,681
0100110011000100110111010,644
010000101110010100011000010000000000,657
000011001011010000000000110000110000,723
010100100000000000100010000101000010,633
0010100110110000100110010,576
000010000100000100011000100000000000,656
010000101011010001000000010000011000,657
010000101000010001000001000001001110,702
000100000001000101101000000000011000,633
001000001000110100001010000100000000,719
0010000100110010000000101,710
001000001000110110001000001001000010,132
001000000001100001000000000000011000,681
000010000010000001000001110000001100,659
000001000011000000000000010001110010,660
0110010000100110010100110,577
0001000000000001001100010,569
000010000000000101001010100100001000,633
000010000010000000000010110101000010,606
000010000000000101001000100000001000,656
0000000001000010001001100,686
1000100001000000000011000,572
0100110101010000000111010,506
010000100011000000000000010001010010,660
001100000000100011100001001000001100,723
0001100100010111010010100,351
000000000010000000000000010001000010,725
010001100110000000010000010000100000,719
000010000000000001000001100001001110,719
0010100101110100010111010,372
000000000110000000010000010000000000,725
000011000100000000010001100000100100,633
000001001000010000000000000000100000,721
010010101000010001000000100000001000,633
0001000000000011000100110,727
0110110001100010000011100,483
000010001001010010000000101000010000,633
0101110000000011000110110,506
010000101001010000000010000100010000,634
000100000000000110101000001001000010,633
0010100010100110110010100,577
000000001010010001000001010001001110,723
010001101000010010000000001000100000,633
000100000000000000100010000100000000,725
0010000001100110010001100,707
0110010010100000100100010,553
001000000010100101001000010000001000,634
010000100111000000010001010000010100,657
0110110000100010000110110,506
010010100000000000000001100001000110,633
000100000011000000100010010100010000,633
000000001100010100011000000000000000,655
000000001000010100001010000100000000,681
0101010000000111010000100,553
0010100100110110010010100,460
0000100000001010000110110,710
0000100010000110110010100,553
001100001000110001100001000000001100,723
000101000100000001110010000100101000,702
0101110111010101110011000,624
0101110101010101010111010,669
010000100000000000000010000101000010,656
000000000101000101011010000100011000,723
000000000000000001000001000000001100,725
0111010001100011000001100,351
010000100001000101001000000000011000,633
010000100010000111001000011000001000,702
000011000001000001000001100000111100,132
010010100000000010000010101100000000,719
010000100101000011010000001000011000,702
010100100001000100101000000000010000,633
000000000100000010010001001000000100,656
010000101011010000000000010000010000,606
000011001000010110001000101000100000,702
0000100000000000001110010,572
001000000000100011000000001000001000,722
0110110101110010000011100,505
000011000000000010000001101000100100,633
000010000001000001000000100001011010,719
000010001100010000010000100000000000,656
000000000000000101001001000001001110,660
000100001100010000110010000100000000,719
0010000111110110110101110,552
001101000000100100101000000000100000,660
001000001000110000000000000001000010,656
0010000010100110110100110,506
000001000001000101001010000100111000,702
0111110010100111110110110,691
000011000000000000000011100100100100,407
0000001000000000000000000,734
001010000010100000000000110001000010,719
001100000000100001100011000100001100,723
1000000010000000100000000,708
010000100101000000010001000000010100,660
0100010001000110010101110,577
0111110100110101010110010,624
001101000000100010100000001000100000,719
000101000000000010100000001001100010,633
000000000100000100011000000001000010,656
000000001011010100001010010100010000,723
001100000000100101101000000000001000,660
011110100000100100101000100000000000,657
000000001000010001000000000000001000,725
000000001100010000010010000100000000,681
0000100001000010000011100,735
0001000011000011100001100,553
000110000110000000110000110001000010,723
001101000000100010100000001001100010,723
010010100000000000000011100100000100,633
0111110010100001100110010,600
010001100001000001000000000000111000,660
0110010101110100010101010,599
000000000110000010010010011100000000,660
0010000000100000000000000,713
0011100111110111110011100,690
001010001000110001000000100000001000,719
000001001110010001010000010000101000,702
000001000100000101011000000001101010,702
000000000000000010000000001001000010,725
0111110000100011000110110,600
001101000000100000100000000001100010,719
0101010100010011000100110,576
000100001100010010110001001000000100,702
000000001000010011000001001000001100,719
001011000000100000000001100000100100,719
001000000001100001000001000000011100,719
010000100110000010010000011000000000,719
000100000100000110111000001000000000,719
0001000100010011000000100,732
000110001100010000110000100000000000,633
0010000111110010100101110,644
0100010011000000100001001,710
0011000011100011100101110,599
000000001001010100001000000001010010,633
010100100000000011100000001000001000,659
010010100000000110001000101000000000,633
000001000100000001010000000001101010,634
0100010110010110110000100,506
0100010011000000101001000,710
010000101010010001000000010001001010,723
0110110001100010000111110,600
010011100100000000010001100000100100,723
010100100000000001100001000001001110,702
0111110100110111010110110,691
000000000001000011000010001100011000,633
010010100000000001000001100000001100,659
001000000110100101011000010000001000,702
010100100100000000110010000100000000,660
0011100100110001000010000,707
001000000010100001000000010001001010,633
001000000000100000000001000001000110,656
010001101000010110001000001000100000,702
000000000010000100001001010001000110,633
