000010000000000000000000000000000000100001000000010000000000000000000000000000000,2006
000000000000000000000000000000000000,2009
0000000000000000000000000000000000000000000000000,2010
0000000000000000000000000000000000000100000010100000010000000000,2007
0000010000000000000000000000000000010000000000000,2004
000000000100000000010000000000000000,2003
0000000000000000000010000001000000000000000011000,2005
000000001000000011000000011000000000000000011000000010000000000011011000111010000,2001
000000000010000000000000010000000000,2002
000000000000000000000000000000001000000000001000100000000000000000000000000010000,2012
0000100000000000000000000000100000000000000000000,2020
0000100000000000000000000010100000000010000000000,2019
0000010000101000000000100000000000011000000000000,2014
0000000000000000000010010000000000100100000010000000000100100010,2016
010000100000000000000000000000000000,2013
000001000000000000000001000000100100,2018
0010000000000010010000011000000000000000000000000,2015
010000100000000000000001000000000100,2017
000000000000000010000000001000000000,2011
000000000000000000000000000000000000,2028
001000000010100000000000010000000000,2025
0001000000000000000001000010000000000010000000000,2021
0110000100000010000000000000000000000000000000000,2030
000000000000000001000001000000001100,2029
000101010000000000000000010100000000000000000100000010000000000101001000000000000,2024
0000100001000001000100000000100000000100010000010,2023
0100000100000000000000000000000000000000000000000,2027
0000001000000000000000000000000000000000000000001000000000000000,2022
000001000000001000000000000000000000000001000110010000000000000000000000000000000,2036
0000001000000000000000000001000000000000011001010,2031
0100010100010000000000000,2034
0000000000000000000000000000000000000000000000000,2033
000010000000000000000011101000000100101000000001000100001101000000000000001000000,2039
0000100000010000001000000100111101000001000000000,2037
0000000000000000000010000000000000100000010010110,2040
0101011010011000000000001101000001000000100000001000000000000000,2032
0010000000000000100001110000000000000000001000000010000000100000,2038
0001110100000000000000001000000010000000100000000000000010000000,2035
0101101100000000000001000000100000000000001000000,2050
0000000000011111000000100100001001000001010000000111000001001000,2042
000000100000010000000000100000000000010000001000000100101001001000000000000010100,2044
0001010000000100000000001000010000000100110110000000000000000000,2046
0100110110010000000000000100110110010000100100000000000010010000,2048
0101101010000001000000001000001010000001000000001001000101001010,2047
001000001000000010100100110001000001000000001000000000001000000011000000100110000,2045
0000000001101001000000100000000000001000000000000,2043
000101000000000000100000000000100000,2041
0000101000000000000000000001100000100000001001100,2049
000010000000000010000010101101000010,2054
0100100100010000001000000100111101000001010000010,2055
0000000000000000000000000,2057
111111100000100000100000100000100000,2058
0101011010000000000000001000000000000000100000001000000000000000,2051
0100000101100001000000100000000000000000000000000,2052
0010000000000010011110010000001000000100000010000,2060
0000100001010001001000000001111001100001000001100,2053
0010100000100000110011110000000010100100001010000010000000100000,2059
0000100000010000000000000000110001000001000000000,2056
0100001010111011010000000100000001000000000000011100000001000100,2065
000001010001000001000001000001111110,2068
010000101101010000010000000000010000,2066
0111111100000010000001000000100000010000001000000,2070
0000011000000100000000000001000000110000011101110,2069
000000001000000001000000001000000001000000000000000001000000000000000001111101010,2063
000000000000001000000000000000000000,2062
000100000100000000110011000100000100,2061
0000100000010000001000000100111101000001000000000,2067
000010001000110000000010000010001000111001110000110000000010000000010000100000000,2064
0000000000000010000000000000000100000000000000010100000100010110,2077
0000000000001000000000000000000000101000000000100,2080
0001000000010000000100001110010000000100000110000000000000000000,2079
001000000000100000000001000000000100,2073
0000001000000000000100000010000000000000000000011000000000000100,2076
0000000000000000000000000,2075
0000000100000000000010000000000100100000000000000000000010010000,2078
0000000000000100000000000000000000000000000100000,2072
0000001000000000000100000010000000000000000000001000000000000000,2071
0100000100000000000000000000000000000000000000000,2074
000000000000000010000001001000000100,2086
010010001100000000000001000000000000100000101001000000000010000000000000100010000,2085
0100000100000000000100000011000000000110010001010,2084
0001000000000000000001000000000000100000000000100,2087
0000100000000000001000000001101000000000000001000,2090
010000010100011000000000001000000000010000100010000100000011000100000000001000000,2083
000000000001000000000000000000010000,2082
0011000000000010000001000000000000000000000000000,2081
0010000000000010000000000001000000000000000001000,2089
0000001010000000000100000000000000000100001000000,2088
0100000101011001000000000101010100101000000001100,2099
0000000100000000000000010000000000000100000010000000000010100000,2093
0000100010000000100010000,2091
001000000000100001000010000101001010,2097
000000000000000010000010001100000000,2094
0000000000000010000000000000011000000100000110000101000100000010,2095
000001000001000111010000100000000000000000000100000000011000001010000000010000100,2098
0000000000000100001000000000001000000000000100000,2092
0011100000100001000010000,2096
0100000100001100000000000100000100001000000100000,2100
0000010000000100000010000000000000110000000110100,2102
0000010000100000001000100011001000010010000001000,2109
0000001000000100000010000010000000100010001110100,2110
001000001000110001000010000100001000,2106
0000000100000001000011000000000100100100001010000000000011010000,2107
000000010000000001000000000000000010000000010000000111000001010100111100010001000,2103
001000001001000000110101000001000000000000010001000001000000000000010000100001000,2101
0010110100000000100100000010000010000100100010110000010010000100,2105
000100000000000000100011000100000100,2104
011000000101011001110101001001000000010000010011000000000000000000010000011000000,2108
0000000000001000000000000000000000001000000000000,2115
000110000000000000100010100100000000,2112
0000000100000000000000000000010100000000000100010000000010010100,2118
001010000000100010000010101100000000,2117
0000001000000100000000001000000000000000001100000,2119
010001000100001000000111100001000000001000000111000000001000000000000000000000000,2111
0100100010001000000000000000000011000000000000010000000000000100,2113
0100010000000000000000000,2116
000010000010000000000000110000000000,2114
0000000000010100000000000000010000100000000100100,2120
0000100000000000000000000000100000000000000000000,2122
000001000000001101000000001000000000000000000110000001010000000000000001011001010,2128
0100000101000001000100000000000000000100000000000,2124
0000000000010000001100000000011001000101010000010,2125
0000000000000001000001000000000000000000001000000000000001000000,2121
0000000000000010000001000000000000000000001000000100000000000000,2126
0000011000000000000000000000000001010001001000000,2130
0000000000010000000000000100101000010100000010010001000000000100,2127
000010000000000010000011101101000110,2129
0000000100000001000000000000001000000000000000000001000111000010,2123
0000000000000000010010010001000000000000000011001,2132
000000000000000000000000000000000000,2134
0000000000000010000000000000101000010010000000010101100000000100,2139
